id,name,birth_date,popularity,character_ids,movie_ids
207,David Reeves,1996-05-28,1.6453328131590261,219;400;2546;1941;100;568;711;2493;1223;1516;2327;2416;1894;2470;3162;2509;856;2609;2801;1094;2181;2374;2686;2651;3032;1180,119;206;221;326;479;547;567;1280;1571;1611;1724;1736;2127;2201;2300;3142;4286;4534;4564;5235;5391;5420;5466;5921;5972;6170
208,Pamela Bradford,1990-11-02,3.4927625910894298,2658;2698;1938;262;357;968;2798;1814;238;1128;1241;3045;159;313;2641;3197;132;1382;2243;591;2654;2457,839;845;1192;1428;1442;1532;1789;2581;2830;2950;2965;3220;3268;3293;3622;3703;4186;5276;5401;5630;5922;6351
209,Todd Hayes,2003-08-13,4.19101077926347,2726;59;626;842;1591;404;3051;2945;1783;331;1696;147;939;1210;42;55;1668,848;931;1014;1042;1622;2378;2767;3207;3501;3756;3941;4190;4300;4338;4634;4636;6241
210,Debbie Mcdaniel,2000-06-07,4.754994178973606,718;1650;2411;29;706;1540;1175;1189;3169;453;1565;1399;3090;892;1460;2458;395;1081;2994;296;1317;1992;2461,197;694;803;1860;1957;2077;2489;2490;2785;2859;3009;3449;3686;4753;4832;4971;5141;5232;5503;5584;5732;5828;6352
211,Douglas Miller,1969-03-09,6.888304932702884,1562;1648;2350;2960;3139;845;1156;2955;348;2225;2765;2846;4;444;1085;2618;2852;2930;121;619;1968;2097;187;1714;634;1979;2893;762;2973,202;693;1257;1812;2297;2439;2486;2753;2844;3100;3179;3190;3248;3314;3401;3619;3650;3663;3727;3795;3979;3999;4653;4865;5174;5199;5363;5954;6113;6425
212,Shawn Duffy,2004-05-08,1.6068915997139976,664;2534;1266;316;1142;12;531;2994;1660;1182;1415;3080;3088;2020;1377;1268;2060;364;1860;2250;2268;38;722;1802;2108,72;228;637;969;1081;1388;1470;1816;2560;2957;2989;3224;3225;3531;3897;4805;4920;5138;5346;5401;5405;5546;5649;5803;6303
213,Alicia Johnson,1982-03-07,6.966900858043431,1634;2051;2659;1860;1910;2592;2460;983;448;774;1160;2021;552;1460;1923;3106;1463;1779;2222;1050;1854;789;1030;3207;1394;1649;1678;1708;2285,272;752;1304;2122;2128;2218;2677;2929;3314;3359;3413;3531;4245;4375;4439;4610;4832;4874;4940;5229;5345;5659;5693;5998;6202;6238;6243;6247;6327
214,Lori Meadows,1975-08-22,3.5469237649886165,1822;1077;2801;1398;2941;720;1372;2523;2505;82;541;1291;3122;868;1910;1246;1164;1456;2295;264;1502;3006;1309;3097,238;614;857;1114;1344;1497;1589;1749;2205;2806;2871;2971;3229;3371;3972;4802;5245;5289;5408;5580;5761;5969;6191;6444
215,Michael Jackson,1971-06-18,6.929014367633824,1772;1681;1394;2492;3094;1828;834;1816;593;2874;476;872;1340;2549;1302;1389;1690;1994;1682;2711;178;480;1815;3191,204;1156;1592;1745;2292;3046;3367;3505;3791;4112;4234;4288;4357;4526;5263;5277;5322;5365;5788;5928;6029;6072;6260;6459
216,Lindsay Hernandez,1969-03-17,3.891379671023465,2837;3240;677;2128;265;1647;1940;2577;49;2785;2601;421;2927;780;2167;645;1806;2000;2063;2784;1792;157;394;1917;2702,350;921;1020;1223;1429;1629;1673;1757;1862;2727;3617;3768;4119;4275;4471;4719;4879;4909;4920;5017;5337;5565;5600;5818;5927
217,Keith Smith,1979-12-15,0.09931508905503428,1455;203;110;3006;2252;2895;936;1942;2962;2235;671;2903;3134;680;2286;507;1088;1111;1167;1927;688;1231,374;455;481;887;1241;1338;1529;1673;1812;2170;2413;3200;4148;4262;4489;4699;4780;5504;5704;5712;5820;6103;6178
218,Thomas Chavez,1990-01-04,7.830723739696985,909;1718;844;1401;1404;2185;61;877;2069;1186;2502;2666;1344;1985;3153;3;683;16;1005;1500;2158;3094;819;2014;2252;2324;922;2482;1781,116;418;584;658;659;771;1395;1520;2147;2490;2682;2707;2979;3069;3234;3248;3347;4151;4167;4310;4381;4470;5062;5196;5368;5402;5412;5677;5896;6255
219,Danny Harris DVM,1999-07-11,5.971286386144159,2570;2591;432;1492;411;809;1930;504;1221;2233;2303;2514;2698;2262;1018;749;2413;393;519;1248;2018;2718;189;1369;3073;1430;1447,346;425;528;672;982;1038;1191;1464;1571;1709;1720;1748;1775;2646;2933;3356;4043;4223;4700;4802;4913;5004;5113;5274;5514;6207;6209
220,Donna Snyder,1953-01-12,0.778087133372104,3094;1115;1420;246;947;3056;114;1776;35;1473;2865;1827;2843;1066;1172;2356;243;57;466;940;6;1477;1012,2;209;395;457;597;895;1404;1648;2317;2530;2738;3046;3189;3398;3415;3582;3745;4636;4692;4760;5084;5757;6148
221,Daniel Lewis,2000-04-01,6.679624883717995,2418;2707;893;1164;570;1108;1427;2840;2490;795;2196;2643;3;98;2363;2907;244;1106;476,804;845;1050;1084;2400;2477;2991;3189;3602;3817;4011;4078;4165;4181;4499;4579;5120;5237;6071
222,Michael Barnes,1971-12-21,6.165123741672726,1412;2286;2021;1613;1753;1762;2225;1114;3066;2392;3245;1541;2369;3016;2544;2739;970;1738;1896;1021;417;1089;2663;693;1470;3148;2690,105;290;315;689;710;711;778;1077;1828;2191;2312;3006;3121;3676;4061;4093;4305;4414;4435;4770;5144;5234;5463;5645;5756;5990;6386
223,Alyssa Cherry,1960-03-13,3.237325747613827,460;2090;1770;1768;1578;41;1582;828;873;1191;1257;1161;2902;3091;2427;2441;3081,292;758;1168;2573;3011;3252;3475;3824;3830;4334;4803;5711;5955;5981;6347;6348;6442
224,Susan Wood,1990-09-26,9.863679470382914,1553;1565;214;2320;1990;2148;11;1114;1156;1305;1461;1686;385;1555;2223;3185;694;2210;1063;1731,157;683;955;1252;1679;2157;2314;2478;2954;2974;2995;3939;4222;4389;4480;4621;4726;4938;5230;5329
225,Angelica Harrison,2003-06-22,9.389690587994203,481;2777;955;1166;2231;923;2300;3015;903;548;1617;2546;76;1556;2602;1407;1644,1926;2245;2455;2487;2641;2921;3109;3216;3376;3785;3931;4062;4177;4844;4991;5281;5316
226,Michael Mcdaniel,1992-09-18,7.4283634741034295,2346;1527;455;996;784;2398;555;2668;415;816;2249;0;476;2663;2814;558;456;795;1411;1910;2263;325;2974;20;128,53;678;989;1063;1506;1733;2399;2707;2854;2908;3103;3248;3319;4080;4103;4247;4691;4739;4824;4895;4945;5588;6425;6471;6489
227,Jay Harper,1949-02-21,7.3671928594355744,2214;846;1990;626;1864;2066;2573;2757;260;31;2069;1507;3076;1067;1745;2615;2710;3175;461;421;957,120;333;1200;1484;1661;1688;1757;1784;1895;2316;2617;3002;3224;3398;3496;3619;4089;4621;4692;5144;5683
228,Anthony Cook,1960-02-26,3.1651528935273565,880;2841;1952;915;362;858;390;1253;2721;580;684;1345;2052;2277;903;65;1317;548;830;2012;2311;2798;3002;1784;2242,31;99;103;224;292;300;521;1095;1314;1477;1954;2048;2614;2650;2919;3256;4354;4704;5198;5367;5410;5479;5504;5800;6321
229,Hector Obrien,1989-10-26,1.5050627959147922,2284;2192;699;2248;1147;1258;1628;1944;1461;2730;2397;2804;336;429;2224;1464;2685;1571;2645;2588;2719;22;3192,149;772;1023;1241;1562;1576;1627;1673;2067;3174;3589;3644;3756;4228;4480;4832;5000;5305;5393;5460;5912;5929;6008;6459
230,Linda Goodman,1947-04-09,4.586590672568932,1518;3149;8;160;1488;2663;156;276;787;1423;2697;603;873;1144;1211;2619;1198;2593;2675;1457;1539;2847;3096,162;418;433;488;671;840;944;963;1036;1118;1309;1480;1519;2953;3420;3620;3873;4069;4544;4831;5767;5948;6444
231,Jonathan James,1971-01-12,1.4748658611957477,922;3039;2614;374;1000;3043;646;1028;1194;1642;2065;340;2519;2937;73;2808;547;2418;1930;2875,200;892;1298;1444;1537;1824;1950;2466;2491;3021;3080;3296;4058;4120;4177;4565;5162;5887;6275;6411
232,Brandi Mcclain,1946-12-21,8.643013485998498,1524;2982;1221;1355;1007;3174;37;1092;1051;2740;1;3022;3161;139;931;2714;2727;1508;1801;1859;2495;2889,328;346;632;652;1065;1844;2318;2474;3396;3636;3712;4133;4153;4188;4298;4551;4553;5296;5337;5346;5897;5953
233,Debbie Gordon,1967-04-03,1.13606876075393,793;506;648;701;1380;3003;1420;1567;2302;2451;2638;2727;32;3;2280,578;999;1017;1496;1590;1956;2278;2523;2546;2653;2675;2703;2717;4633;5540;5868
234,Bonnie Stewart,1980-04-07,9.699761247183778,1463;1461;2214;2934;2250;295;719;2389;2857;1435;1536;1603;572;1184;2173;2550;3149;475;919;1478,667;1123;1235;1343;1712;1900;1959;2191;2255;2524;2540;3015;3330;3417;3552;3610;4150;5151;6133;6212
235,David Edwards,1952-11-15,4.0638663815559966,1903;2745;252;272;24;57;2484;2731;2074;537;1522;865;1290;1976;809;1398;2376;2817;3199;55;520;977;1630;2788;1701;1738,732;850;960;962;1389;1395;2680;2719;3081;3326;3468;3828;3885;3980;4279;4366;4960;5021;5076;5092;5159;5686;5780;5938;6246;6251
236,Dr. Douglas Ward MD,2005-08-10,5.206916982105824,899;645;1809;1824;3083;1121;1517;367;1745;1718;1070;1394;2730;1075;1627;1653;1788;2062,287;558;717;1176;1364;1557;1611;2372;3036;3492;3854;3899;4553;5232;5314;5317;5336;5374
237,Lisa Juarez,1962-02-13,0.0367689123927506,2613;153;1171;274;1767;1588;2232;139;365;1319;3100;2929;375;448;860;2584;1808;162;2130;3150,23;487;626;963;1167;1622;1709;2337;2371;2508;3226;3662;3761;3771;4749;4989;5338;5566;6307;6454
238,Jessica Martin,1994-04-25,4.5055896746608415,3096;948;1303;2273;2157;315;2705;2493;1794;1980;386;795;1576;48;3114;723;546;234;2836;3050;2742,98;280;644;785;1228;1903;2235;2681;3042;3069;3305;3362;3475;4173;4611;4730;5162;5576;5946;5975;6393
239,Pamela Hernandez DVM,1988-11-28,8.325108279084196,187;2549;461;781;1024;2511;2354;635;2008;940;2850;563;987,454;823;1458;1506;1542;1748;3582;4257;4448;5213;5485;5626;5687
240,Jessica Lopez,1947-11-20,1.2571720506469197,2716;3049;64;319;2021;1240;1314;389;2099;1101;1849;2057;2829;3141;1359;2271;2658;460;678;1735;2090;2118;2460;3175,197;210;473;510;1683;2031;2043;2375;3542;3859;3964;3994;4106;4615;4817;4946;5462;5609;5644;5795;5842;5846;5892;6457
241,Andrew Green,1992-03-18,4.4932865082410265,2378;998;1734;261;785;1644;3085;3231;577;3219;2944;887;727;1609;550;1770;1598;2896;2003;219;3064;1174;1921;2975;1298,176;603;707;961;1035;1150;1829;1852;1938;2308;2751;2917;3352;3478;3785;3951;4395;4578;4910;5117;5513;5713;5819;5966;6188
242,Brian Woodard,1977-11-07,9.694575114427284,2954;876;349;454;1129;1593;2420;997;2476;1011;2421;733;2148;129;2636;1206;1392;3209;2915;525;1798;573;2264,327;588;975;989;1079;1142;1269;1536;1743;2002;2195;2423;2628;3265;3622;3874;3899;4624;5035;5620;5802;6085;6325
243,Herbert Fletcher,1977-03-10,0.9744605449204125,299;1678;2624;1149;2117;882;2306;102;196;1845;2263;398;634;2244;987;1739;1770,461;698;1299;1562;1695;1983;2181;2329;2347;2585;2646;2851;3339;4943;6144;6251;6254
244,Brian Cortez,1954-03-31,2.1862277199110034,1490;339;2873;2404;2548;2010;161;640;2926;2700;720;2603;1398;1799;2600;3142,127;290;416;1267;1754;2139;2341;2409;3662;4087;4730;4991;5279;5802;5914;5989
245,Brandon Oneill,1956-06-19,9.790319888864229,1360;3086;2758;1646;1848;616;791;523;1677;453;1286;133;661;1140;2724;2954;3032,247;430;1319;1629;1659;1944;1970;2868;3938;4231;4350;5104;5177;5241;5930;5963;6435
246,Nicole Carson,1982-07-02,4.201761089000558,376;587;2516;617;731;2666;2544;32;1098;918;2742;882;2617;1134;2908;2322;2415;292;333;1891;3163,147;390;819;1013;1026;1306;1753;1861;2014;2449;2720;2917;3158;3863;4116;4493;4966;6044;6050;6269;6455
247,Laurie Silva,1944-06-14,5.460862277029782,63;279;2843;3093;2592;2966;1508;1321;2885;457;728;1536;2942;88;92;2358;2441;2764;1220;1691;1565;2092;3170;488;593;1191;2292,932;964;1331;1366;1759;1813;2073;2508;2741;3772;3809;3917;4120;4179;4180;4498;4968;5013;5252;5322;5770;5842;5992;6072;6088;6172;6328
248,Laura Butler,1949-05-26,1.6610102803217885,1214;1220;2672;1436;3217;1442;2622;655;2408;2809;734;2602;269;555;2825;869;263;1335;2456;2665;3206,631;632;841;1120;1383;1601;1765;2411;2669;2731;2898;3156;3286;3786;4105;4288;5580;5735;5892;5923;6461
249,Jonathan Davis,1966-07-15,3.7755657148463486,614;2505;3096;1469;2770;2948;113;749;3024;2604;993;2330;34;564;1425;1724;1874;1772;2690;2303;2781,147;350;902;1124;1321;1346;2331;2900;3217;3618;3845;4031;4170;4247;4370;4411;4890;5335;5467;5871;6398
250,Michael Becker,1970-12-30,3.4808555401685135,1227;1992;2126;111;2631;1201;3208;2634;3225;194;624;2026;3155;366;612;1015;3037;1361;1912;574;2973;617;1295;3178,633;743;763;939;1300;1569;1849;2223;2308;2346;2882;3075;3696;3760;3795;3848;4134;4817;5354;5628;5966;6091;6188;6457
251,Timothy Rodriguez,1966-03-10,9.523768811759277,371;1014;1948;192;1005;1455;1275;1234;1761;3176;2342;2966;401;1248;1896;2117;2799,518;605;738;1418;1538;1602;2969;4341;4417;4621;4956;5042;5141;5256;5352;5382;5480
252,Brad Rivas,1989-01-19,9.717445051642375,538;469;1259;727;1503;2223;1369;1635;1629;2718;794;1817;555;1148;1615;1367;711;2535;928;505;2319;1364;2152;2346;392;849,53;145;195;569;673;777;1111;1628;2090;2236;2432;2581;2873;2954;3016;3443;3807;4060;4297;4699;4953;5273;5387;5415;5600;5667
253,Mark Adams,1988-12-12,5.768364292018448,1381;2814;2138;2414;586;3216;194;1949;2074;3031;968;2315;3020;875;209;660,358;397;765;1736;3332;3707;3738;3978;3996;4133;4305;4952;5051;5203;5573;6098
254,Wayne Douglas,1975-01-02,0.14371017890098758,2379;345;573;2000;2356;577;998;2634;2667;3241;1259;3046;2770;1814;1876;1148;2042;2972;2376;3147,72;514;548;744;795;1008;1063;2702;2707;2794;2967;3220;3640;3957;3968;4328;4454;4590;5420;5990
255,Nicholas Navarro,1998-05-30,8.137793493553582,228;407;420;1456;915;2850;3097;1036;1167;1655;3113;1157;2228;2460;238;2892;758;768;888;610;1179;2022;2941;3199,146;198;526;666;984;1053;1332;1366;1544;1565;2559;2776;2954;3101;3135;3282;3656;3812;4274;4291;4713;4792;4914;5038;5997
256,Christine Williams,1987-12-21,0.1619126872676957,1536;854;2270;2873;1057;765;1675;2188;3124;126;2848;3156;165;1303;1469;998;1562;1203,311;1043;1716;1800;2009;2427;2561;2633;3230;3265;3650;3696;4192;5264;5291;5688;5770;6175
257,Robert Manning,1981-05-28,8.966549136263534,1453;1990;1034;38;2376;563;2351;2392;2530;2701;1080;1817;676;970;1261;627;2617;1573;2467;2619,167;743;1067;1391;1731;2874;3117;3124;3145;3632;4320;4425;4724;4764;4804;5173;5916;6226;6352;6374
258,Jane Ross,1956-04-14,5.020852000940703,314;3099;639;1000;3249;1697;2035;1314;2326;3207;987;421;556;933;768;938;1419;2205;171;249;1108;1878;2025;799;949;2506;2825,33;181;557;604;922;1158;1208;1582;1724;1849;1997;2380;2399;2452;2903;2923;2989;3098;3271;3284;3405;3968;3988;4278;4761;4977;5483
259,Randy Ross,1945-07-26,8.677581483479242,394;939;1611;2333;1424;78;1742;1047;3023;830;1908;1991;818;2494;2621;604;1925;2804;501;924;1336;1454;1760;1863,981;1056;1145;1253;1597;1866;2106;2468;2764;3367;3518;3527;3822;4054;4993;5168;5356;5480;5617;5677;5735;6209;6253;6266
260,Carla Chan,1963-07-25,6.9931714608617614,1003;3051;183;214;381;2353;232;778;2264;3074;2491;3122;1412;443;2923;1138;997;2030;2154;2889;293;2479;2733;587,141;382;492;497;520;1257;1424;1505;1715;1828;2203;2295;2521;2858;3204;3864;4309;4453;4469;5031;5126;5435;5472;5630
261,Tiffany Moore,1964-06-27,6.489116772938383,2190;1166;2303;2335;2790;1697;2256;1890;402;2341;231;80;751;903;1075;3039;581;2401;1190;2706;2242;350;893;996;1750;2117,772;1084;1249;1254;1324;1636;1713;2126;2377;3116;3281;3721;3811;3833;3855;4135;4249;4504;4793;5002;5400;6053;6131;6146;6252;6304
262,Jeffrey Drake MD,1990-10-13,4.559974850271175,2464;719;3185;37;1470;343;2749;3248;14;1766;2791;1331;339;760;922;986;535;1458;2078;630;3082;191,154;165;378;470;668;974;1318;1386;1858;2110;2246;2509;2843;2901;3835;3843;4243;4374;4459;4716;5060;6030
263,Heather Davis,1969-03-06,4.103868108371569,844;2123;1366;1840;2745;3160;328;928;1159;1954;2684;2979;616;1410;547;2097;2318;958;2478;2822;618;944;2039;337;743;51;294;816;1770;707;1337;556;1467;2095;2775,11;21;80;286;346;910;971;1989;2022;2133;2231;2274;2881;2989;3327;3541;3576;3839;4052;4104;4254;4301;4454;4673;4732;5091;5127;5196;5334;5647;5735;6083;6211;6301;6397
264,Katherine Mcclure,1976-08-04,3.5221122077245903,2009;2823;21;579;904;1428;1584;2221;2191;557;965;1991;2134;2985;3007;2507,1204;1328;1389;1477;1986;2060;2084;2169;3097;3328;3840;4446;4467;4592;4595;5439
265,Kyle Davis,1972-12-04,5.4246701617426565,2260;2241;1185;1193;2911;3226;2580;1412;926;2444;604;1723;2929;725;1487;2877;1889;2472;1295;740;2477;2720,43;167;377;628;873;919;1758;2058;2450;2673;2879;3034;3204;3809;3911;4112;5351;5434;5730;6110;6354;6391
266,Lisa Hamilton,1973-02-28,5.231698227977018,2525;2607;2847;401;320;2350;2948;2262;809;1008;1812;2911;1817;1343;2997;978;2370;1129;1435;1450;2513;3120,4;831;865;981;1435;1727;1810;3104;3364;3390;3505;3658;3958;4357;5046;5219;5419;5707;5751;5753;5901;6450
267,Jose Mcpherson,1990-03-16,7.650811399208502,1343;680;1104;1110;2342;1920;1898;3203;1602;1954;2193;1782;2791;273;2936;590;2411;2905;245;3158;897;1675;2945;1141;1676;282;1277;1672,340;564;1075;1076;1256;1670;2127;2305;3015;3065;3097;3501;3643;3748;4120;4250;4506;4579;4660;5070;5207;5320;5496;5709;5788;6043;6184;6242
268,Michael Moore,1977-11-17,1.133799994464878,3185;2343;2882;391;632;2323;735;1785;2185;396;535;3078;309;2483;963,914;1256;1336;2375;2408;2657;3353;3501;3554;3765;3783;4606;5585;5896;6140
269,Maria Miller,1976-01-13,1.7581380500512989,158;754;1819;2315;1012;1882;1939;459;1070;1893;3222;2043;2118;2566;2610;2627;657;2395;1051;1144;1388;2074;726;1445;42;3160,53;171;1175;1251;1539;1664;1673;1922;2011;2126;2308;3077;3087;3151;3157;3160;3800;4041;4315;4328;4365;4459;4731;5288;6010;6455
270,Terry Woods,1954-04-14,4.283836139226071,99;591;1413;1679;2381;3054;3202;855;1396;1805;2431;777;1875;2004;2189;162;1765;2901;2595;575;764;2167,479;551;1116;1156;1262;1361;1848;1979;2056;2116;2196;2429;3053;3072;3097;3269;3499;5491;5913;6085;6113;6311
271,Miss Elizabeth Wright,1973-04-12,1.768951606210587,1324;1714;2765;1475;1724;1610;243;4;1018;2017;2056;156;2023;2223;2898;557;605;40;2051;2511;3005;1199;2093;417;558,64;95;343;669;706;1145;1426;1856;2003;2140;2146;2341;2609;2640;2742;2873;2879;3717;3993;4057;4130;4336;4924;5603;6083
272,Anthony Jones,1947-03-29,5.948918101389492,549;2112;154;1042;1483;1698;850;1475;1672;278;657;3088;565;1275;2448;784;3073;2200;2486;817;2655,227;313;487;609;670;1636;1979;2069;2096;2359;3343;3685;4248;4348;4513;4737;5059;5856;5896;6120;6379
273,Kayla Gutierrez,1975-10-17,5.427628788044762,599;924;1556;173;788;1679;2297;2732;1171;3017;9;1010;1913;2737;200;1542;3000;3;1448;2691,243;593;681;1414;1969;2097;2180;2239;2956;3676;4165;4311;4438;4554;4655;4842;5047;6005;6209;6386
274,Laura King,1961-07-07,3.8156332287958206,1299;2094;2212;2509;1522;1713;1930;2764;2411;2866;999;2965;551;2622;2172;2871;214;792;1014;1818;3080;836;1609;2062;1947;2393;2474,643;759;776;1284;1612;1640;1672;1785;2193;2256;2461;2755;2873;3158;3552;4112;4198;4738;4769;4880;5060;5666;5777;5838;6278;6342;6353
275,Patricia Smith,1994-07-25,8.45091608610791,2205;2492;1746;1733;1131;2473;178;1439;1577;215;2568;2727;683;1500;2814;550;720;188;415;513;1465;1844;630;2631;3227;2413;1809,120;163;236;707;1080;1277;1415;1600;1621;1886;2215;2238;2891;3000;3186;3328;3808;4196;4226;4240;4376;4428;5174;5437;5458;5536;5887;6259
276,Cassie White,1970-11-30,6.885506561419504,795;2618;147;923;2140;499;1256;1381;2049;2535;1196;1394;1563;2883;1222;3082,332;1764;1877;1988;2157;3778;4345;4821;4918;4982;5249;5278;5304;5489;6177;6442
277,Jason Bush,1965-07-15,4.3749367173095965,2521;40;2307;1463;1575;527;1450;1801;150;328;1737;2111;2855;905;568;748;1078;2810;3075;2137;2479;309;1019;1813;2129;14,271;929;1250;1603;1620;1932;2065;2115;2339;2366;2569;2623;2736;3377;3789;4271;4320;4566;4605;4929;4974;5129;5691;6260;6306;6471
278,Jordan Santiago,1986-08-15,2.8324836270580156,3219;1305;1448;1841;3171;284;1052;1788;2168;3031;1633;2197;2850;1856;2889;1010;262;1768;1924;966;1130;1237;525;1096;1931;2745;3035;1482,190;644;665;723;912;965;1069;1171;1229;1357;1628;1706;1797;2587;2741;2932;3285;3499;3519;3699;4304;4327;4342;4701;4781;4898;5008;5053;5292
279,Gloria Hull,1999-04-17,6.20376489593845,2358;1746;2617;60;181;826;1245;1827;1709;2596;169;716;3127;1961;141;2287;1593;1755;118;1183;1371;3137;2259;2705;2953,795;1165;1299;1395;1415;1512;1574;1655;2101;2219;2342;2421;2778;3066;3266;3570;3927;4416;4645;4792;4820;5523;6324;6388;6421
280,Cody Burgess,1985-04-11,9.251355968854037,1393;1642;2606;3119;450;1031;2694;2751;389;982;1605;2306;1122;2482;737;233;2085;2801;2148;2463,657;693;831;905;988;1543;1774;1784;1913;2458;2553;2654;3407;3601;3810;4659;4923;5019;5386;5432
281,Michael Hamilton,1945-05-23,8.569972671510657,1415;117;863;2483;1329;2562;43;300;1922;2345;2442;3038;238;934;2002;1015;3220;195,144;445;1045;1279;1585;1755;1862;1901;2130;4034;4046;4135;4202;4299;4448;4769;5078;5571
282,Bruce Jackson,1976-08-21,9.953632212252927,2215;1656;1900;2296;2166;2187;576;1405;2958;799;911;2019;708;1003;509;1920;919;1290;1052;254;481;633,16;1153;1187;1248;1702;1704;1938;2057;2271;2433;2449;2608;2894;2932;3323;3974;4296;4350;5696;6040;6072;6094
283,Jared Sandoval,1994-10-26,8.059397625717112,65;1900;2461;3134;166;553;726;1489;952;1038;1391;148;2851;251;1017;2783;1768;500;790;953,60;251;811;907;945;1004;1026;1128;2454;2466;2519;2815;3191;3284;3391;3642;4418;4698;5659;6139
284,Katelyn Montgomery,1986-02-21,1.0381203956632268,2812;2077;578;3247;228;1490;1863;597;708;2334;452;62;1913;994;2818;2213,859;1690;1938;2312;2352;2533;2588;2878;3807;4032;4231;4637;4895;5687;5943;6318
285,Michael Vaughn,1971-01-19,6.496245862277336,1095;151;101;303;2239;267;665;1636;902;2176;2229;62;1545;610;1647;2038;203;470;1856;1135;173;1450;1604;1666;2267;3003;1717,4;449;479;508;779;962;1019;1149;1524;1703;1709;1864;2077;2405;2558;2612;3277;3319;3510;3863;4194;4830;4851;4858;5405;5504;5793
286,Anita Taylor,1957-02-26,6.162603715993221,2624;2944;2942;1851;2597;1254;1113;1478;73;2192;2778;522;1656;2538;210;265;305;1035;2543;765;1827;1882;2125;2391;469;1103;1004;550;1642;1659;2396,77;113;402;724;830;1095;1556;1605;1866;2164;2245;2394;2559;2685;3279;3285;3291;3394;4061;4273;4426;4432;4465;4503;4693;4781;5223;5625;6237;6240;6343
287,Alan Waller,2002-08-17,4.112796642160065,1691;514;711;1368;1064;2962;319;3117;2184;1021;1326;2124;1640;2979;490;40;686;712;2306;3240;713;2318;2364;2701;879;1276;3019,123;127;192;195;612;880;970;1368;2162;2465;2509;2624;3021;3211;3777;4171;4263;4266;4492;4629;5183;5411;5880;5927;6129;6184;6432
288,John Thomas,1960-08-16,4.964049290861463,3124;1528;376;1571;1667;1805;137;582;2191;1705;2838;2983;323;553;1349;1134;1651;609;3084;417;1600;1974;2741;100;365;2934;3214;2329;1395;1548,153;678;978;1140;1154;1174;1407;1477;1705;2101;2252;2274;2366;2398;2512;2951;3484;3794;4142;4226;4395;4444;4554;4642;4678;5037;5534;5874;6202;6223
289,Mark Tyler,1957-03-01,7.517267586575872,2342;903;1047;1144;2028;2127;2429;1694;2198;52;1145;2138;2789;1955;1342;2286;2501;384;526;1406;1648;1127;2099;2701;3045,5;267;315;375;748;763;805;1158;1233;1394;1561;1697;1788;2133;2511;2650;2682;2849;2869;2988;3023;4326;4461;5002;5510
290,Randy Hernandez,1972-11-17,9.272289093191455,2701;2388;1114;1117;1270;546;354;2665;2889;450;1018;2657;24;711;2972;1498;2009;2490;2155;674;1622;1853;1064;571;792;2661,74;183;282;368;398;543;975;1306;1337;1456;1541;1769;1860;1958;2273;2534;2606;2680;3092;3802;4398;4429;4777;5165;5193;5922
291,Christopher Hernandez,1991-12-26,0.997020723933365,2749;762;2472;46;836;1951;1847;2479;2539;1623;568;1141;1314;2532;3208;112;1002;322;3072;1544;2756;3017,196;572;814;930;1042;1194;1659;1744;2212;3017;3329;3410;3435;3608;3706;3725;3846;4671;5059;5767;5935;5970
292,John Smith,1974-10-05,4.441033564758413,2332;2601;1582;3227;1885;2930;338;928;2182;3057;629;766;2656;2525;2403;2938;226;2570;2781;3149;2979,792;1297;1621;1852;2125;2266;2368;2451;2633;3221;3338;3358;4080;4522;4964;5496;5575;5910;5937;5990;6426
293,Christina Hudson,2000-11-30,5.812335819443363,1091;2257;1451;834;1534;1932;1995;2435;2187;682;1129;335;501;624;1260;1171;1235;2205,1553;1713;2065;2437;2540;3061;3070;3130;3554;3803;4327;4673;4698;4715;4803;5246;5255;5394
294,Gene Garcia,2001-11-07,0.3263553729437385,967;760;2581;2783;99;2859;257;1666;2083;2432;504;998;2461;2845;2112;914;2596;1197;1846;376;1764;2268;2489;362;2469;3172;2206,310;572;828;855;938;1798;1894;2095;2149;2196;2392;2461;3135;3190;3543;3834;4069;4335;4428;4680;4871;4946;4975;5137;5434;5527;5857
295,Veronica Allison,1994-05-01,2.89904459206054,2198;231;1499;3215;371;1742;1760;1886;2297;2296;3235;109;592;883;1479;1535;1897;1363;15;3212;577;2881;1914;426;2956;2698,308;457;673;917;1444;1643;1646;1665;1719;2180;2310;2331;2403;2444;2997;3006;3055;3442;3714;4160;4709;5030;5355;5604;5963;6386
296,Monique Duarte,1946-09-10,4.20640857606166,121;917;1318;1664;3095;585;1874;2214;2606;622;943;1199;2994;2973;243;1628;2058;2133;1617,111;1053;1103;1153;1366;1478;1663;2639;2697;2882;2923;2959;3212;4124;4202;5314;5838;5848;6233
297,Mr. Kevin Carr,1990-05-10,2.228793708747644,2399;258;961;2885;2779;1253;2571;1915;2644;733;2261;220;3088;613;723;2803,802;960;1058;1336;2726;3425;3613;3973;4078;4732;4945;5117;5516;5634;5649;5940
298,Sharon Hall,1948-04-20,4.546298798291975,1450;766;89;241;689;1245;1504;2509;1437;2381;277;378;451;611;2442;393;857;1851;2581;3141;1923;3161;2706;2790;3213,72;227;443;500;564;635;674;818;1120;1731;2358;2374;2385;2880;3132;3307;3370;3964;4067;4149;5356;5526;6388;6400;6462
299,Jennifer Stewart,1948-06-29,3.810798310823821,723;182;336;3238;688;1502;2368;579;162;1452;682;1459,389;492;513;1386;2417;2534;2663;2876;3733;4830;5179;5289
